title,url,replies,views,cleaned_title,sentiment
"Women can’t risk another Trump term
If Harris wins the election, it will be because women rejected Trumpism.",https://debatepolitics.com/threads/women-can%E2%80%99t-risk-another-trump-term-if-harris-wins-the-election-it-will-be-because-women-rejected-trumpism.554259/,1,74,woman cant risk another trump term harris win election woman rejected trumpism,0.8
What happens after?,https://debatepolitics.com/threads/what-happens-after.554237/,18,140,happens,0.0
Unable to win without fraud Libs are preparing a shield,https://debatepolitics.com/threads/unable-to-win-without-fraud-libs-are-preparing-a-shield.554210/,91,673,unable win without fraud libs preparing shield,0.15000000000000002
2024 Election results,https://debatepolitics.com/threads/2024-election-results.554236/,15,206,election result,0.0
Kamala Devi Harris - Next POTUS,https://debatepolitics.com/threads/kamala-devi-harris-next-potus.554218/,33,237,kamala devi harris next potus,0.0
"Election Day in America: The LIVE results thread. - The first few votes in tiny Dixville Notch, NH, have already been cast and announced.",https://debatepolitics.com/threads/election-day-in-america-the-live-results-thread-the-first-few-votes-in-tiny-dixville-notch-nh-have-already-been-cast-and-announced.554203/,33,339,election day america live result thread first vote tiny dixville notch nh already cast announced,0.12878787878787878
"One week out, my predictions for the swing states.",https://debatepolitics.com/threads/one-week-out-my-predictions-for-the-swing-states.553537/,21,181,one week prediction swing state,0.0
Halperin: It's very hard for me to see how she's going to win Pennsylvania.”,https://debatepolitics.com/threads/halperin-its-very-hard-for-me-to-see-how-shes-going-to-win-pennsylvania-%E2%80%9D.554239/,36,204,halperin hard see shes going win pennsylvania,0.25416666666666665
Maher Rips Media for Liz Cheney Firing Squad Hoax: ‘Just Don’t Lie to Me’,https://debatepolitics.com/threads/maher-rips-media-for-liz-cheney-firing-squad-hoax-%E2%80%98just-don%E2%80%99t-lie-to-me%E2%80%99.553968/,86,718,maher rip medium liz cheney firing squad hoax dont lie,0.0
Early Voter Turnout 2020 vs. 2024,https://debatepolitics.com/threads/early-voter-turnout-2020-vs-2024.553938/,270,3K,early voter turnout v,0.1
Axelrod: “There’s zero enthusiasm on the ground for Kamala Harris in the demographics that they need.”,https://debatepolitics.com/threads/axelrod-%E2%80%9Cthere%E2%80%99s-zero-enthusiasm-on-the-ground-for-kamala-harris-in-the-demographics-that-they-need-%E2%80%9D.554168/,130,825,axelrod there zero enthusiasm ground kamala_harris demographic need,0.0
Jon Ralston predicts narrow win for Harris for Nevada,https://debatepolitics.com/threads/jon-ralston-predicts-narrow-win-for-harris-for-nevada.554231/,2,65,jon ralston predicts narrow win harris nevada,0.30000000000000004
Give it a Rest,https://debatepolitics.com/threads/give-it-a-rest.554217/,41,278,give rest,0.0
SNL Opening,https://debatepolitics.com/threads/snl-opening.554007/,112,920,snl opening,0.0
Voter Fraud -- General Thread for tracking reports,https://debatepolitics.com/threads/voter-fraud-general-thread-for-tracking-reports.553861/,54,357,voter fraud general thread tracking report,0.05000000000000002
"Security fencing goes up around White House, Capitol, VP residence",https://debatepolitics.com/threads/security-fencing-goes-up-around-white-house-capitol-vp-residence.554121/,55,359,security fencing go around white house capitol vp residence,0.0
I Predict...,https://debatepolitics.com/threads/i-predict.553947/,32,215,predict,0.0
More Evidence That Trump Is Going To Lose This Election.....,https://debatepolitics.com/threads/more-evidence-that-trump-is-going-to-lose-this-election.554176/,38,490,evidence trump going lose election,0.0
Day Of Days,https://debatepolitics.com/threads/day-of-days.554213/,2,101,day day,0.0
"Nikki Haley: Trump Isn’t Perfect, but He’s the Better Choice",https://debatepolitics.com/threads/nikki-haley-trump-isn%E2%80%99t-perfect-but-he%E2%80%99s-the-better-choice.554091/,109,946,nikki haley trump isnt perfect he better choice,0.75
Reason #141 trump is disqualified from office,https://debatepolitics.com/threads/reason-141-trump-is-disqualified-from-office.554187/,10,87,reason trump disqualified office,0.0
CFB - Collective Female Backlash ?,https://debatepolitics.com/threads/cfb-collective-female-backlash.554028/,288,2K,cfb collective female backlash,0.0
Trump Abortion Bans get a Teen Killed,https://debatepolitics.com/threads/trump-abortion-bans-get-a-teen-killed.553921/,44,351,trump abortion ban get teen killed,-0.1
"I view this elections as trump and enemies versus ""pro-United States""",https://debatepolitics.com/threads/i-view-this-elections-as-trump-and-enemies-versus-pro-united-states.554196/,2,70,view election trump enemy versus prounited state,0.0
New $500k ad campaign featuring 225+ psychiatrists and mental health professionals describing why Trump is unfit,https://debatepolitics.com/threads/new-500k-ad-campaign-featuring-225-psychiatrists-and-mental-health-professionals-describing-why-trump-is-unfit.554190/,12,127,new k ad campaign featuring psychiatrist mental health professional describing trump unfit,0.04545454545454545
"Univision Poll: More than 60% of Latino voters in Pennsylvania support Kamala Harris amid the controversy over calling Puerto Rico a ""floating island",https://debatepolitics.com/threads/univision-poll-more-than-60-of-latino-voters-in-pennsylvania-support-kamala-harris-amid-the-controversy-over-calling-puerto-rico-a-floating-island.554092/,20,216,univision poll latino voter pennsylvania support kamala_harris amid controversy calling puerto rico floating island,0.0
"""One of the top spreaders of disinformation"" in the election: Musk",https://debatepolitics.com/threads/one-of-the-top-spreaders-of-disinformation-in-the-election-musk.554197/,0,51,one top spreader disinformation election musk,0.5
2020 Data from Key Swing Counties (for comparison purposes),https://debatepolitics.com/threads/2020-data-from-key-swing-counties-for-comparison-purposes.554193/,0,49,data key swing county comparison purpose,0.0
THis is weird.  The story of the Kamala Interview that never aired,https://debatepolitics.com/threads/this-is-weird-the-story-of-the-kamala-interview-that-never-aired.554170/,4,84,weird story kamala interview never aired,-0.275
If you aren't in a battleground state...,https://debatepolitics.com/threads/if-you-arent-in-a-battleground-state.554160/,29,265,arent battleground state,0.0
Top Democratic strategist Jim Messina calling early voting numbers “scary” on MSNBC “is the biggest indication we’ve seen that the early vote is a pro,https://debatepolitics.com/threads/top-democratic-strategist-jim-messina-calling-early-voting-numbers-%E2%80%9Cscary%E2%80%9D-on-msnbc-%E2%80%9Cis-the-biggest-indication-we%E2%80%99ve-seen-that-the-early-vote-is-a-pro.554172/,2,86,top democratic strategist jim messina calling early voting number scary msnbc biggest indication weve seen early vote pro,0.049999999999999996
Walz On Comedy Central/w Jon Stewart,https://debatepolitics.com/threads/walz-on-comedy-central-w-jon-stewart.552995/,36,513,walz comedy centralw jon stewart,0.0
Trump Media Outsources Jobs To Mexico While Pushing America First,https://debatepolitics.com/threads/trump-media-outsources-jobs-to-mexico-while-pushing-america-first.554164/,9,118,trump medium outsources job mexico pushing america first,0.25
"Trump Allies Worked To Keep Jill Stein, Cornel West on Swing State Ballots",https://debatepolitics.com/threads/trump-allies-worked-to-keep-jill-stein-cornel-west-on-swing-state-ballots.551648/,71,781,trump ally worked keep jill stein cornel west swing state ballot,0.0
A Matter Of Faith,https://debatepolitics.com/threads/a-matter-of-faith.554048/,58,594,matter faith,0.0
"Donald Trump Election Spot Airs During NBC’s ‘Sunday Night Football,’ NASCAR Coverage in Response to Kamala Harris’ ‘SNL’ Appearance",https://debatepolitics.com/threads/donald-trump-election-spot-airs-during-nbc%E2%80%99s-%E2%80%98sunday-night-football-%E2%80%99-nascar-coverage-in-response-to-kamala-harris%E2%80%99-%E2%80%98snl%E2%80%99-appearance.554141/,24,184,donald_trump election spot air nbcs sunday night football nascar coverage response kamala_harris snl appearance,0.0
Speaker Johnson Says They'll Kill Obamacare if Trump Wins,https://debatepolitics.com/threads/speaker-johnson-says-theyll-kill-obamacare-if-trump-wins.553621/,135,961,speaker johnson say theyll kill obamacare trump win,0.8
A text cartoon about pronouncing Kamala,https://debatepolitics.com/threads/a-text-cartoon-about-pronouncing-kamala.554179/,2,68,text cartoon pronouncing kamala,0.0
October surprise: Trump just blew a huge lead...,https://debatepolitics.com/threads/october-surprise-trump-just-blew-a-huge-lead.554106/,29,311,october surprise trump blew huge lead,0.39999999999999997
The naughty and nice list,https://debatepolitics.com/threads/the-naughty-and-nice-list.554165/,2,79,naughty nice list,0.22499999999999998
"Harris expands her lead over Trump to 10 points in VA, new poll says",https://debatepolitics.com/threads/harris-expands-her-lead-over-trump-to-10-points-in-va-new-poll-says.554008/,25,235,harris expands lead trump point va new poll say,0.13636363636363635
"17,365 and I’m done.",https://debatepolitics.com/threads/17-365-and-i%E2%80%99m-done.553989/,277,2K,im done,0.0
Trump rambles about Al Capone and Mike Lindell during North Carolina rally,https://debatepolitics.com/threads/trump-rambles-about-al-capone-and-mike-lindell-during-north-carolina-rally.554131/,10,170,trump ramble al capone mike lindell north carolina rally,0.0
"True to form, ""Trump campaign leaving some cities with hundreds of thousands in unpaid bills after rallies""",https://debatepolitics.com/threads/true-to-form-trump-campaign-leaving-some-cities-with-hundreds-of-thousands-in-unpaid-bills-after-rallies.554114/,26,210,true form trump campaign leaving city hundred thousand unpaid bill rally,0.275
Will Harris reverse Biden's pro-oil policies?,https://debatepolitics.com/threads/will-harris-reverse-bidens-pro-oil-policies.554128/,16,149,harris reverse bidens prooil policy,0.0
Women Lead Early Voting 55-45 in Battleground States,https://debatepolitics.com/threads/women-lead-early-voting-55-45-in-battleground-states.554037/,22,101,woman lead early voting battleground state,0.1
Trump’s Vast Tariffs Would Rock Global Businesses and Shake Alliances,https://debatepolitics.com/threads/trump%E2%80%99s-vast-tariffs-would-rock-global-businesses-and-shake-alliances.553907/,11,92,trump vast tariff would rock global business shake alliance,0.0
That “Little Secret” Between Trump and Johnson? Here’s What It Could Mean.,https://debatepolitics.com/threads/that-%E2%80%9Clittle-secret%E2%80%9D-between-trump-and-johnson-here%E2%80%99s-what-it-could-mean.553950/,46,500,little secret trump johnson here could mean,-0.3
Des Moines Register Has Harris +3% In Iowa,https://debatepolitics.com/threads/des-moines-register-has-harris-3-in-iowa.553991/,31,361,de moines register harris iowa,0.0
Trump will put RFK Jr in charge of women's health,https://debatepolitics.com/threads/trump-will-put-rfk-jr-in-charge-of-womens-health.554099/,12,127,trump put rfk jr charge womens health,0.0
Biden did an remarkable job recovering the economy after covid and fixing the resulting inflation.,https://debatepolitics.com/threads/biden-did-an-remarkable-job-recovering-the-economy-after-covid-and-fixing-the-resulting-inflation.553773/,128,792,biden remarkable job recovering economy covid fixing resulting inflation,0.75
The Biggest Loser and the Irony Behind it,https://debatepolitics.com/threads/the-biggest-loser-and-the-irony-behind-it.554085/,12,146,biggest loser irony behind,-0.4
"JUST FIND ME 11,780 VOTES. NEVER FORGET!",https://debatepolitics.com/threads/just-find-me-11-780-votes-never-forget.554084/,4,87,find vote never forget,0.0
Johnson and McConnell: Harris calling Trump ‘fascist’ could invite assassination attempt - Jake Tapper isnt having it,https://debatepolitics.com/threads/johnson-and-mcconnell-harris-calling-trump-%E2%80%98fascist%E2%80%99-could-invite-assassination-attempt-jake-tapper-isnt-having-it.553316/,84,724,johnson mcconnell harris calling trump fascist could invite assassination attempt jake tapper isnt,0.0
Some top Dems won't commit to certifying a Trump win,https://debatepolitics.com/threads/some-top-dems-wont-commit-to-certifying-a-trump-win.552072/,111,782,top dems wont commit certifying trump win,0.65
"Pregnant Teenager Dies In Texas, After Seeking Medical Help During 3 Emergency Room Visits",https://debatepolitics.com/threads/pregnant-teenager-dies-in-texas-after-seeking-medical-help-during-3-emergency-room-visits.553914/,168,1K,pregnant teenager dy texas seeking medical help emergency room visit,0.16666666666666666
Cameraman Goes Rogue When Trump Falsely Claims There Are 'No Empty Seats' At His Rallies,https://debatepolitics.com/threads/cameraman-goes-rogue-when-trump-falsely-claims-there-are-no-empty-seats-at-his-rallies.554034/,12,160,cameraman go rogue trump falsely claim empty seat rally,-0.25000000000000006
Lifelong Democrat Jimmy Dore on why it’s essential to punish and humiliate the Democratic Party eight days from now,https://debatepolitics.com/threads/lifelong-democrat-jimmy-dore-on-why-it%E2%80%99s-essential-to-punish-and-humiliate-the-democratic-party-eight-days-from-now.553608/,83,669,lifelong democrat jimmy dore essential punish humiliate democratic party eight day,-0.05
Swing State Polls,https://debatepolitics.com/threads/swing-state-polls.553606/,20,186,swing state poll,0.0
"Thanks Trump.  We now need snipers, Nat. Guard, drones, razor wire, armed police, and bulletproof vests to protect our election sites and workers.",https://debatepolitics.com/threads/thanks-trump-we-now-need-snipers-nat-guard-drones-razor-wire-armed-police-and-bulletproof-vests-to-protect-our-election-sites-and-workers.554069/,15,170,thanks trump need sniper nat guard drone razor wire armed police bulletproof vest protect election site worker,0.2
Alina Habba,https://debatepolitics.com/threads/alina-habba.554071/,5,118,alina habba,0.0
Andy Samberg as the RFK dead bear  SNL,https://debatepolitics.com/threads/andy-samberg-as-the-rfk-dead-bear-snl.554058/,10,111,andy samberg rfk dead bear snl,-0.2
Mass Deportation Question For Trump Supporters,https://debatepolitics.com/threads/mass-deportation-question-for-trump-supporters.553988/,39,251,mass deportation question trump supporter,0.0
Watching CNN and this sure caught my attention from NYT Emily Bazelon,https://debatepolitics.com/threads/watching-cnn-and-this-sure-caught-my-attention-from-nyt-emily-bazelon.554045/,45,256,watching cnn sure caught attention nyt emily bazelon,0.5
Joe Biden's Latest Remarks About Trump and Republicans Take Off Online,https://debatepolitics.com/threads/joe-bidens-latest-remarks-about-trump-and-republicans-take-off-online.554013/,56,395,joe bidens latest remark trump republican take online,0.5
"High school student mock votes all over America: Trump wins big, even in solid blue states.",https://debatepolitics.com/threads/high-school-student-mock-votes-all-over-america-trump-wins-big-even-in-solid-blue-states.554011/,36,331,high school student mock vote america trump win big even solid blue state,0.192
What percentage of couple partners will electorally cheat on their counterparts in this election ?,https://debatepolitics.com/threads/what-percentage-of-couple-partners-will-electorally-cheat-on-their-counterparts-in-this-election.554025/,45,288,percentage couple partner electorally cheat counterpart election,0.0
"Threats, racism, misogyny: Trump’s disturbing final week of campaigning",https://debatepolitics.com/threads/threats-racism-misogyny-trump%E2%80%99s-disturbing-final-week-of-campaigning.554041/,3,76,threat racism misogyny trump disturbing final week campaigning,-0.25
Trump is NOT A FASCIST!,https://debatepolitics.com/threads/trump-is-not-a-fascist.553617/,14,177,trump fascist,0.0
More Than Half of U.S. Votes Likely Cast Before Election Day,https://debatepolitics.com/threads/more-than-half-of-u-s-votes-likely-cast-before-election-day.554040/,15,102,half u vote likely cast election day,-0.08333333333333333
Conservative group's 'watch list' targets federal employees for firing,https://debatepolitics.com/threads/conservative-groups-watch-list-targets-federal-employees-for-firing.554033/,8,72,conservative group watch list target federal employee firing,0.0
Poll Results From People Who Have Already Voted Show Harris With A Huge Lead,https://debatepolitics.com/threads/poll-results-from-people-who-have-already-voted-show-harris-with-a-huge-lead.553997/,16,208,poll result people already voted show harris huge lead,0.39999999999999997
Biden Calls Trump Supporters ‘Garbage’,https://debatepolitics.com/threads/biden-calls-trump-supporters-%E2%80%98garbage%E2%80%99.553756/,29,225,biden call trump supporter garbage,0.0
Catching Up on a Few of Trump's Latest Lies,https://debatepolitics.com/threads/catching-up-on-a-few-of-trumps-latest-lies.554029/,3,73,catching trump latest lie,0.55
"""Donald Trump is suffering an historic descent in the campaign’s final days, an ongoing freefall...The MSG rally proved the turning point""",https://debatepolitics.com/threads/donald-trump-is-suffering-an-historic-descent-in-the-campaign%E2%80%99s-final-days-an-ongoing-freefall-the-msg-rally-proved-the-turning-point.554006/,9,137,donald_trump suffering historic descent campaign final day ongoing freefallthe msg rally proved turning point,0.0
The next president will inherit a remarkable economy - WSJ (of all places),https://debatepolitics.com/threads/the-next-president-will-inherit-a-remarkable-economy-wsj-of-all-places.554027/,9,121,next president inherit remarkable economy wsj place,0.375
Dear Christmas Eve Voter…,https://debatepolitics.com/threads/dear-christmas-eve-voter%E2%80%A6.554022/,2,67,dear christmas eve voter,0.0
The Party of JOY,https://debatepolitics.com/threads/the-party-of-joy.554015/,21,138,party joy,0.8
Why Was COVID Mostly Ignored By Both Campaigns?,https://debatepolitics.com/threads/why-was-covid-mostly-ignored-by-both-campaigns.554009/,4,93,covid mostly ignored campaign,0.5
Pennsylvania Supreme Court sides with GOP in last-minute mail-in ballot dispute,https://debatepolitics.com/threads/pennsylvania-supreme-court-sides-with-gop-in-last-minute-mail-in-ballot-dispute.553965/,70,408,pennsylvania supreme court side gop lastminute mailin ballot dispute,0.0
"Harris has failed to motivate young women, abortion will not save her...",https://debatepolitics.com/threads/harris-has-failed-to-motivate-young-women-abortion-will-not-save-her.553952/,36,318,harris failed motivate young woman abortion save,-0.2
"Julia Roberts Reminds Us - Your Vote, Your Choice",https://debatepolitics.com/threads/julia-roberts-reminds-us-your-vote-your-choice.553901/,46,425,julia robert reminds u vote choice,0.0
"Documentary-Frontline, the Choice.",https://debatepolitics.com/threads/documentary-frontline-the-choice.553909/,2,66,documentaryfrontline choice,0.0
"Sometimes, a cult member gets out",https://debatepolitics.com/threads/sometimes-a-cult-member-gets-out.553926/,11,149,sometimes cult member get,0.0
"While Trump threatens to execute female critics by rifle squad, Julia Roberts and the Avengers work to support Harris",https://debatepolitics.com/threads/while-trump-threatens-to-execute-female-critics-by-rifle-squad-julia-roberts-and-the-avengers-work-to-support-harris.553876/,105,1K,trump threatens execute female critic rifle squad julia robert avenger work support harris,0.0
A memorial to Jan 6 appears at the Capitol...,https://debatepolitics.com/threads/a-memorial-to-jan-6-appears-at-the-capitol.553958/,27,212,memorial jan appears capitol,0.0
So...what's everyone doin' on election night (besides votin)?,https://debatepolitics.com/threads/so-whats-everyone-doin-on-election-night-besides-votin.553924/,59,359,sowhats everyone doin election night besides votin,0.0
One Week In And Trump Is Still Defending PR Joke,https://debatepolitics.com/threads/one-week-in-and-trump-is-still-defending-pr-joke.553960/,17,145,one week trump still defending pr joke,0.0
The First Female Black President,https://debatepolitics.com/threads/the-first-female-black-president.553951/,28,217,first female black president,0.02777777777777778
MSG Bund Rally,https://debatepolitics.com/threads/msg-bund-rally.553400/,178,2K,msg bund rally,0.0
"Trump's closing message: ""I got the whitest skin""",https://debatepolitics.com/threads/trumps-closing-message-i-got-the-whitest-skin.553920/,38,370,trump closing message got whitest skin,0.0
How a Splintered Left Is Preparing for a Possible Trump Victory,https://debatepolitics.com/threads/how-a-splintered-left-is-preparing-for-a-possible-trump-victory.553833/,60,358,splintered left preparing possible trump victory,0.0
"Fact check: Trump, allies push allegations of election 'cheating' and misconduct in Pennsylvania",https://debatepolitics.com/threads/fact-check-trump-allies-push-allegations-of-election-cheating-and-misconduct-in-pennsylvania.553751/,6,77,fact check trump ally push allegation election cheating misconduct pennsylvania,0.0
Isn't it ironic we can have the worst presidential candidate ever and...,https://debatepolitics.com/threads/isnt-it-ironic-we-can-have-the-worst-presidential-candidate-ever-and.553898/,65,574,isnt ironic worst presidential candidate ever,-0.4
Massive Poll Has Harris Comfortably in the Lead,https://debatepolitics.com/threads/massive-poll-has-harris-comfortably-in-the-lead.553484/,156,1K,massive poll harris comfortably lead,0.2
Who wins Arizona?,https://debatepolitics.com/threads/who-wins-arizona.550337/,61,553,win arizona,0.8
"GALLUP: Democratic enthusiasm higher than it was in 2008, 10 points higher than GOP",https://debatepolitics.com/threads/gallup-democratic-enthusiasm-higher-than-it-was-in-2008-10-points-higher-than-gop.553757/,25,221,gallup democratic enthusiasm higher point higher gop,0.25
[W:32] Elon Musk says he’ll fix the government under Trump. His track record paints a different picture,https://debatepolitics.com/threads/w-32-elon-musk-says-he%E2%80%99ll-fix-the-government-under-trump-his-track-record-paints-a-different-picture.552912/,41,456,w elon musk say hell fix government trump track record paint different picture,0.0
"Silver says Marist Poll is ""Reassuring for Harris."" ..She Now Leads by 2,2, and 3 points at the Blue Wall",https://debatepolitics.com/threads/silver-says-marist-poll-is-reassuring-for-harris-she-now-leads-by-2-2-and-3-points-at-the-blue-wall.553913/,51,422,silver say marist poll reassuring harris lead point blue wall,0.0
Jake Paul endorses Trump in fiery video torching Biden-Harris administration: ‘Can’t sit back and watch this’,https://debatepolitics.com/threads/jake-paul-endorses-trump-in-fiery-video-torching-biden-harris-administration-%E2%80%98can%E2%80%99t-sit-back-and-watch-this%E2%80%99.553801/,87,625,jake paul endorses trump fiery video torching bidenharris administration cant sit back watch,0.0
Early vote statistics - a tracker thread.,https://debatepolitics.com/threads/early-vote-statistics-a-tracker-thread.552642/,42,488,early vote statistic tracker thread,0.1
I Voted Today,https://debatepolitics.com/threads/i-voted-today.553927/,2,63,voted today,0.0
"Nate Silver reports, ""Donald Trump Again Favored to Beat Kamala Harris: Election Forecast""",https://debatepolitics.com/threads/nate-silver-reports-donald-trump-again-favored-to-beat-kamala-harris-election-forecast.548557/,337,4K,nate silver report donald_trump favored beat kamala_harris election forecast,0.8
Gender gap in early voting... worse than in 2020,https://debatepolitics.com/threads/gender-gap-in-early-voting-worse-than-in-2020.553782/,35,290,gender gap early voting worse,-0.15000000000000002
Another commentary about the shift of the Democratic Party to oligarchy-lite,https://debatepolitics.com/threads/another-commentary-about-the-shift-of-the-democratic-party-to-oligarchy-lite.553821/,19,162,another commentary shift democratic party oligarchylite,0.0
Election officials are fighting a tsunami of voting conspiracy theories,https://debatepolitics.com/threads/election-officials-are-fighting-a-tsunami-of-voting-conspiracy-theories.553873/,9,117,election official fighting tsunami voting conspiracy theory,0.0
Tuesday Can’t Come Fast Enough,https://debatepolitics.com/threads/tuesday-can%E2%80%99t-come-fast-enough.553830/,14,139,tuesday cant come fast enough,0.1
"Nate Silver: Gut says Trump wins, Harris loses due to immigration and economy",https://debatepolitics.com/threads/nate-silver-gut-says-trump-wins-harris-loses-due-to-immigration-and-economy.553258/,33,336,nate silver gut say trump win harris loses due immigration economy,0.125
There will be no fire storm - Trump calls Harris a Cracker,https://debatepolitics.com/threads/there-will-be-no-fire-storm-trump-calls-harris-a-cracker.553823/,17,209,fire storm trump call harris cracker,0.0
"Tulsi points out that the ""republicans"" backing Harris are NEOCONS",https://debatepolitics.com/threads/tulsi-points-out-that-the-republicans-backing-harris-are-neocons.553731/,113,670,tulsi point republican backing harris neocon,0.0
Election prediction Appeal ruling,https://debatepolitics.com/threads/election-prediction-appeal-ruling.553864/,33,199,election prediction appeal ruling,0.0
**LIVE** Vice President Kamala Harris' Rally in Washington DC at The Ellipse,https://debatepolitics.com/threads/live-vice-president-kamala-harris-rally-in-washington-dc-at-the-ellipse.553600/,208,1K,live vice president kamala_harris rally washington dc ellipse,0.13636363636363635
Nate Silver claims pollsters are lying to people about their results,https://debatepolitics.com/threads/nate-silver-claims-pollsters-are-lying-to-people-about-their-results.553842/,21,195,nate silver claim pollster lying people result,0.0
Lebron James Endorses Kamala Harris,https://debatepolitics.com/threads/lebron-james-endorses-kamala-harris.553869/,8,86,lebron james endorses kamala_harris,0.0
AP sources: White House altered record of Biden's 'garbage' remarks despite stenographer concerns,https://debatepolitics.com/threads/ap-sources-white-house-altered-record-of-bidens-garbage-remarks-despite-stenographer-concerns.553828/,56,437,ap source white house altered record bidens garbage remark despite stenographer concern,0.0
"""American Girl"" (Another Powerful Ad)",https://debatepolitics.com/threads/american-girl-another-powerful-ad.553813/,28,303,american girl another powerful ad,0.15
Musk Says Trump Win Would Result in ‘Hardship’ for Some Americans,https://debatepolitics.com/threads/musk-says-trump-win-would-result-in-%E2%80%98hardship%E2%80%99-for-some-americans.553559/,19,168,musk say trump win would result hardship american,0.4
"“The only garbage I see floating out there is his supporters""--Joe Biden targeting Trump supporters, Oct 29th 2024",https://debatepolitics.com/threads/%E2%80%9Cthe-only-garbage-i-see-floating-out-there-is-his-supporters-joe-biden-targeting-trump-supporters-oct-29th-2024.553615/,99,785,garbage see floating supportersjoe biden targeting trump supporter oct th,0.0
"America PAC door knockers were flown to MI, driven in the back of a U-Haul, and told they’d have to pay hotel bills unless they met unrealistic quotas",https://debatepolitics.com/threads/america-pac-door-knockers-were-flown-to-mi-driven-in-the-back-of-a-u-haul-and-told-they%E2%80%99d-have-to-pay-hotel-bills-unless-they-met-unrealistic-quotas.553827/,7,219,america pac door knocker flown mi driven back uhaul told theyd pay hotel bill unless met unrealistic quota,-0.25
“A lady asked Dr. (Benjamin) Franklin Well Doctor what have we got a republic or a monarchy – A republic replied the Doctor if you can keep it.”,https://debatepolitics.com/threads/%E2%80%9Ca-lady-asked-dr-benjamin-franklin-well-doctor-what-have-we-got-a-republic-or-a-monarchy-%E2%80%93-a-republic-replied-the-doctor-if-you-can-keep-it-%E2%80%9D.553838/,1,42,lady asked dr benjamin franklin well doctor got republic monarchy republic replied doctor keep,0.0
The Economist endorses Harris,https://debatepolitics.com/threads/the-economist-endorses-harris.553846/,6,105,economist endorses harris,0.0
"3 Austrian polls show we'd vote for Harris over Trump with 71%, 78% and 78%.",https://debatepolitics.com/threads/3-austrian-polls-show-wed-vote-for-harris-over-trump-with-71-78-and-78.553847/,8,65,austrian poll show wed vote harris trump,0.0
Watch a Georgia voter reason himself to the conclusion that a woman actually can be president,https://debatepolitics.com/threads/watch-a-georgia-voter-reason-himself-to-the-conclusion-that-a-woman-actually-can-be-president.553727/,5,102,watch georgia voter reason conclusion woman actually president,0.0
Trump not paying his bills again,https://debatepolitics.com/threads/trump-not-paying-his-bills-again.553786/,12,127,trump paying bill,0.0
"Take a shot every time Trump has called people who disagree with him garbage (nevermind don't, you might die)",https://debatepolitics.com/threads/take-a-shot-every-time-trump-has-called-people-who-disagree-with-him-garbage-nevermind-dont-you-might-die.553835/,1,57,take shot every time trump called people disagree garbage nevermind dont might die,0.0
"500,000 of Puerto Rican descent in PA",https://debatepolitics.com/threads/500-000-of-puerto-rican-descent-in-pa.553501/,211,2K,puerto rican descent pa,0.0
Mark Cuban Spells It Out; Inflation Started With Trump,https://debatepolitics.com/threads/mark-cuban-spells-it-out-inflation-started-with-trump.553817/,12,150,mark cuban spell inflation started trump,0.0
Trump is premptively lying about Pennsylvania election fraud with mischaracterizations about minor issues to incite once again.,https://debatepolitics.com/threads/trump-is-premptively-lying-about-pennsylvania-election-fraud-with-mischaracterizations-about-minor-issues-to-incite-once-again.553820/,10,126,trump premptively lying pennsylvania election fraud mischaracterizations minor issue incite,-0.05
How MAGA activists are preparing to undermine the election if Trump loses,https://debatepolitics.com/threads/how-maga-activists-are-preparing-to-undermine-the-election-if-trump-loses.553806/,8,105,maga activist preparing undermine election trump loses,-0.3
Two women thrown off plane over MAGA hat fight,https://debatepolitics.com/threads/two-women-thrown-off-plane-over-maga-hat-fight.553803/,14,180,two woman thrown plane maga hat fight,0.0
Exhibit A,https://debatepolitics.com/threads/exhibit-a.553774/,23,158,exhibit,0.0
I witnessed both Voter Fraud and Vote Suppression in North Carolina,https://debatepolitics.com/threads/i-witnessed-both-voter-fraud-and-vote-suppression-in-north-carolina.553776/,11,163,witnessed voter fraud vote suppression north carolina,0.0
Trump Says He ‘Never Even Thought About’ Ending Obamacare—Despite Signing Measure Backing Its Repeal,https://debatepolitics.com/threads/trump-says-he-%E2%80%98never-even-thought-about%E2%80%99-ending-obamacare%E2%80%94despite-signing-measure-backing-its-repeal.553779/,12,169,trump say never even thought ending obamacaredespite signing measure backing repeal,0.0
Musk asks voters to brace for 'hardship' from spending cuts in potential Trump Cabinet role,https://debatepolitics.com/threads/musk-asks-voters-to-brace-for-hardship-from-spending-cuts-in-potential-trump-cabinet-role.553769/,18,122,musk asks voter brace hardship spending cut potential trump cabinet role,0.0
Georgia Early Voting Women are showing out,https://debatepolitics.com/threads/georgia-early-voting-women-are-showing-out.553724/,15,138,georgia early voting woman showing,0.1
The Organization Ready to Help Trump Override The Federal Government If He Gets A Second Term,https://debatepolitics.com/threads/the-organization-ready-to-help-trump-override-the-federal-government-if-he-gets-a-second-term.553729/,7,125,organization ready help trump override federal government get second term,0.1
"It's The Economy, Stupid",https://debatepolitics.com/threads/its-the-economy-stupid.553623/,4,112,economy stupid,-0.7999999999999999
Joe Biden,https://debatepolitics.com/threads/joe-biden.553636/,43,333,joe biden,0.0
Trump MAJOR HEALTH ISSUES Resurface in FINAL STOPS,https://debatepolitics.com/threads/trump-major-health-issues-resurface-in-final-stops.553770/,3,88,trump major health issue resurface final stop,0.03125
